"title_es","title_en","id","category_id","company_id","area_id","account_id","for_sale","end_at","sale_price","for_rent","rent_price","is_rent_long_term","is_rent_short_term","is_rent_time_share","is_short_sale","is_repossessed","address1","postal_code","year_built","maintenance","maintenance_price","exemption","exemption_price","latitude","longitude","catastro","financing_rural","financing_fha","financing_conventional","financing_vivienda","financing_cash","financing_loan_with_repairs","financing_private","financing_assume_mortgage","status","bathrooms","rooms","sqf","sqm","internal_number","mls_number","co_number","cpr_number","zonification","internal_notes","showing_instructions","key_number","key_box","description_es","description_en","parkings","floors","extra","category_id"
"Cond. Alturas de Piedras Blancas","Cond. Alturas de Piedras Blancas",163583,6,1,32,32642,0,20170806,0.00,1,750.00,1,0,0,0,0,"Apto. ","00966",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"A-02-17-057","",1377882,"",NULL,"","Llamar a Lirio Pirallo al (787) 640-0515 / Edward Barbosa (787) 593-1465","","",NULL,NULL,NULL,NULL,NULL,5
"Urb. Alturas de Río Grande","Urb. Alturas de Río Grande",163582,1,1,61,32657,1,20180109,105000.00,0,0.00,0,0,0,0,0,12,"00745",0,"",0.00,"",0.00,"","","118-005-184-14-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"02-17-072","",4128866,"",NULL,"","Llamar a Olga Rosa (787) 402-2725","","",NULL,NULL,NULL,NULL,NULL,1
"Forest Hills","Forest Hills",163581,1,1,11,32678,1,20171203,90000.00,0,0.00,0,0,0,0,0,"B-14","00959",0,"N",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"05-17-151","",4138595,"",NULL,"","llaves",74,"",NULL,NULL,NULL,NULL,NULL,1
"Ave. Ponce de Leon","Ave. Ponce de Leon",163580,32,1,81,21393,1,20171120,432000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.397942,-66.052677,"087-012-527-18-001","","","","","","","","","PUBLISHED","",0,5045,243,"CR-17-046","",4137346,"","CR-H","","PENDIENTE RECIBIR LLAVES. ","","","Edificio de oficinas de dos niveles de aprox. 5,045p2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Edificio de oficinas de dos niveles de aprox. 5,045p2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",0,2,NULL,9
"Del Parque Street","Del Parque Street",163579,32,1,85,32478,1,20171120,228000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.445544,-66.065566,"040-070-213-20-011","","","","","","","","","PUBLISHED","",0,2354,0,"CR-17-045","",4137153,"","","","PENDIENTE RECIBIR LLAVES. ","","","Oficina comercial localizado en el piso 11 del Condominio 403 de aprox. 2,354p2 y cuenta con dos estacionamientos.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Oficina comercial localizado en el piso 11 del Condominio 403 de aprox. 2,354p2 y cuenta con dos estacionamientos.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",2,0,NULL,9
"Ave. Ponce de Leon","Ave. Ponce de Leon",163578,32,1,81,21393,1,20171120,378000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.397852,-66.052810,"087-012-559-14-001","","","","","","","","","PUBLISHED","",0,4844,293,"CR-17-044","",4137113,"","CR-H","","PENDIENTE RECIBIR LLAVES.","","","Edificio comercial de dos niveles de aprox. 4,844p2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Edificio comercial de dos niveles de aprox. 4,844p2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",0,2,NULL,9
"Hato Tejas Ward","Hato Tejas Ward",163577,31,1,11,32679,1,20171120,420000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.407161,-66.174533,"061-093-006-20-901","","","","","","","","","PUBLISHED",0,0,7470,573,"CR-17-043","",4137080,"","","","PENDIENTE RECIBIR LLAVES. ","","","Edificio comercial de dos niveles de aprox. 7,470p2 en solar de 573.23m2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Edificio comercial de dos niveles de aprox. 7,470p2 en solar de 573.23m2.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",7,0,NULL,22
"Yeguada Ward ","Yeguada Ward ",163576,31,1,14,25497,1,20171120,275000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.466703,-66.884972,"027-009-535-06-000","","","","","","","","","PUBLISHED",0,0,4154,1411,"CR-17-042","",4137068,"","C-L","","",2164,"","Propiedad comercial de aprox. 4,154p2 en lote de 1,411m2. Localizada justo frene a la PR-2.  Ideal para restaurante u oficina profesional. Zonificación C-L (comercial liviano). Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Propiedad comercial de aprox. 4,154p2 en lote de 1,411m2. Localizada justo frene a la PR-2.  Ideal para restaurante u oficina profesional. Zonificación C-L (comercial liviano). Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",0,0,NULL,22
"Calle Betances Plaza Condominium","Calle Betances Plaza Condominium",163575,31,1,13,16921,1,20170829,29000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,18.2337766,-66.0342535,"225-045-067-19-001","","","","","","","","","PUBLISHED",0,0,2299,0,"CR-17-041","",4137051,"","CUT-8","","PENDIENTE RECIBIR LLAVES.","","","Local comercial de aprox. 2,299p2 localizada en el primer nivel del Condominio Plaza en Caguas.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com","Local comercial de aprox. 2,299p2 localizada en el primer nivel del Condominio Plaza en Caguas.  Toda oferta está sujeta a la aprobación final por el Banco.  

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com",0,0,NULL,22
"Cond. Millenia Park","Cond. Millenia Park",163574,7,1,65,32648,0,20170718,0.00,1,700.00,1,0,0,0,0,"Apto.","00926",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"A-02-17-056","","","",NULL,"","","","",NULL,NULL,NULL,NULL,NULL,5
"Villa del Rey IV","Villa del Rey IV",163573,3,1,13,13970,1,20180114,55000.00,0,0.00,0,0,0,0,0, 12,"00725",0,"",0.00,"",0.00,"","","225-058-725-02-001","","","","","","","","","PUBLISHED",0,0,0,0,"01-17-069","",4136950,"1120712s",NULL,"La casa necesita arreglos ","",106,"","Se vende!! Townhouse de 2 niveles. Primer piso Sala,Cocina,Comerdor, balcon,1 Habitacion y medio baño. 2do nivel, 3 Habitaciones,1 Baño y terraza. Llame para mas informacion!!  ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a: www.realityrealtypr.com.","Se vende!! Townhouse de 2 niveles. Primer piso Sala,Cocina,Comerdor, balcon,1 Habitacion y medio baño. 2do nivel, 3 Habitaciones,1 Baño y terraza. Llame para mas informacion!!  ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a: www.realityrealtypr.com.",0,0,NULL,1
"Flamingo Apartments","Flamingo Apartments",163569,6,1,11,32640,0,20171113,0.00,1,900.00,1,0,0,0,0,"","00959",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",2,3,0,0,"A-04-17-004","",1376940,"",NULL,"Comodo apartamento PH con terraza techada y hermosa vista. Cuenta con 3 habitaciones, 2 baños, 2 estacionamientos, sala, comedor, cocina moderna con sus enseres, laundry con lavadora y secadora, balcón, aires y mas. Condominio cuenta con piscina, gazebo, parque, cancha de baloncesto, estacionamientos para visita y seguridad.","Llamar a Kim Koch al (305) 978-8492","","",NULL,NULL,2,0,NULL,5
"Cond. Parque San Ramón","Cond. Parque San Ramón",163568,6,1,32,32643,0,20171129,0.00,1,800.00,1,0,0,0,0,"Alejandrino","00969",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",2,3,0,0,"A-02-17-055","",1376869,"",NULL,"","Llamar a Lourdes Jiménez al (787) 249-4278","","","Mejor precio del área. Céntrico, entre carr 199 7 177. Tres habitaciones, 2 baños y 2 estacionamientos. A pocos paso de colegios y centro comerciales. Seguridad con código y beeper. Portón eléctrico, canchas de tenis y baloncesto y gazebo de actividades. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com



","Mejor precio del área. Céntrico, entre carr 199 7 177. Tres habitaciones, 2 baños y 2 estacionamientos. A pocos paso de colegios y centro comerciales. Seguridad con código y beeper. Portón eléctrico, canchas de tenis y baloncesto y gazebo de actividades. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com



",2,0,NULL,5
"Urb. Alturas de Fairview","Urb. Alturas de Fairview",163567,1,1,71,32657,0,20170801,0.00,1,800.00,1,0,0,0,0,3,"00976",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"A-02-17-054","",1376814,"",NULL,"","Llamar a Olga Rosa al (787) 402-2725","","","Buena propiedad ubicada en área alta de la urbanización. Fachada moderna, cuarto master con \"walk-in closet\" y baño cómodo. Tiene su patio verde como área en cemento decorativo donde puede disfrutar su BBQ y actividades familiares. Se queda con 4 abánicos, estufa de gas, lavadora, calentador de línea, lámparas, cisternas y tormenteras. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com


","Buena propiedad ubicada en área alta de la urbanización. Fachada moderna, cuarto master con \"walk-in closet\" y baño cómodo. Tiene su patio verde como área en cemento decorativo donde puede disfrutar su BBQ y actividades familiares. Se queda con 4 abánicos, estufa de gas, lavadora, calentador de línea, lámparas, cisternas y tormenteras. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com


",0,0,NULL,1
"Calle Dr. Rufo #90","Calle Dr. Rufo #90",163566,1,1,13,11114,1,20180113,59000.00,0,0.00,0,0,0,0,0,"Dr. Rufo","00725",0,"",0.00,"",0.00,"","","225-055-917-05-001","","","","","","","","","PUBLISHED",0,0,0,0,"01-17-068","",4136118,"1119971s",NULL,"","",56,"","Residencia de 2H,1B,S,C,C,laundry y balcon. Muy buenas condiciones y excelente ubicacion. Llama para mas informacion!! Solo $59,000.\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com	
","Residencia de 2H,1B,S,C,C,laundry y balcon. Muy buenas condiciones y excelente ubicacion. Llama para mas informacion!! Solo $59,000.\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com	
",0,0,NULL,1
"COND. LA COSTA","COND. LA COSTA",163564,47,1,27,32713,1,20181231,320000.00,0,0.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"PEND","",4134552,"",NULL,"","","","",NULL,NULL,NULL,NULL,NULL,5
"Ave. Lomas Verdes","Ave. Lomas Verdes",163563,31,1,11,30168,0,20181228,0.00,1,3500.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,"","","085-076-681-33-001","","","","","","","","","PUBLISHED",0,0,0,0,"CA-17-017","",1375357,"",NULL,"Oferta por $185,000 aprobada (Feb. 11. 2019)","","","","Espacio comercial antes muebleria en Ave. Lomas Verdes de 7,100pc aprox, 846mc, vitrinas, 9 estacionamientos, totalmente abierto en su interior, dos baños y zonificación comercial. Excelente para muebleria, auto-parts y negocio de distribución. A media milla de Costco, Santa Rosa Mall y avenidas principales. 

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com ","Espacio comercial antes muebleria en Ave. Lomas Verdes de 7,100pc aprox, 846mc, vitrinas, 9 estacionamientos, totalmente abierto en su interior, dos baños y zonificación comercial. Excelente para muebleria, auto-parts y negocio de distribución. A media milla de Costco, Santa Rosa Mall y avenidas principales. 

Para ver esta y mas propiedades acceda:  www.realityrealtypr.com ",0,0,NULL,22
"Condo Midtown","Condo Midtown",163562,32,1,79,32712,1,20180106,46000.00,0,0.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,"","","063-051-167-02-109","","","","","","","","","PUBLISHED",0,0,0,0,"C-17-022","",4134527,"",NULL,"","","","","Amplia oficina de esquina en el piso 6 del Condominio Midtown. En excelentes condiciones lista para operar. Tiene 4 oficinas, área de recepción habilitada, área de espera y storage, cuenta con aprox. 890 pies cuadrados. El mantenimiento incluye 1 estacionamiento, seguridad 24 hrs y luz. Por debajo de su precio en el mercado. No pagues mas alquiler y compra tu propia oficina.  Propiedad está disponible para renta. 
 
Excelente localización en el Corazón de Hato Rey, cerca de la Milla de Oro, Departamento del Trabajo, Tribunal de San Juan y Hospitales Pavía y Auxilio Mutuo entre otros. ","Amplia oficina de esquina en el piso 6 del Condominio Midtown. En excelentes condiciones lista para operar. Tiene 4 oficinas, área de recepción habilitada, área de espera y storage, cuenta con aprox. 890 pies cuadrados. El mantenimiento incluye 1 estacionamiento, seguridad 24 hrs y luz. Por debajo de su precio en el mercado. No pagues mas alquiler y compra tu propia oficina.  Propiedad está disponible para renta. 
 
Excelente localización en el Corazón de Hato Rey, cerca de la Milla de Oro, Departamento del Trabajo, Tribunal de San Juan y Hospitales Pavía y Auxilio Mutuo entre otros. ",0,0,NULL,9
"Hato Rey Plaza","Hato Rey Plaza",163561,47,1,65,32687,1,20180701,105000.00,0,0.00,0,0,0,0,0,"Ave. Jesus T. Piñero 200","00918",0,"Y",0.00,"",0.00,"","","063-081-386-24","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"05-17-150","",4134508,"",NULL,"","llaves",2,"",NULL,NULL,NULL,NULL,NULL,5
"University Park","University Park",163560,47,1,81,14011,1,20180802,55000.00,0,0.00,0,0,0,0,0,"Calle Amapola #5","",0,"Y",0.00,"",0.00,"","","087-001-447-30-003","","","","","","","","","PUBLISHED",2,2,0,0,"05-17-147","",4134500,"",NULL,"No cualifica para préstamo FHA ni VA.","Llaves y beeper.  En el llavero están las llaves de los 2 apts.",42,"","Excelente apartamento de 1 nivel, piso 2. Consta de 2 habitaciones, 2 baños, sala, cocina, 1 estacionamiento bajo techo, control de acceso y elevador.  La localización es excelente, dentro de la Urb. Hyde Park, buena como inversión para alquiler a estudiantes de la UPR de Río Piedras o para vivirlo.  Cerca de la UPR, Ave. Piñeiro, Ave. Muñoz Rivera y de la UPR.  NO CUALIFICA FHA.  Para más información, comunícate con Luz Acevedo al 787-519-5571.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Excelente apartamento de 1 nivel, piso 2. Consta de 2 habitaciones, 2 baños, sala, cocina, 1 estacionamiento bajo techo, control de acceso y elevador.  La localización es excelente, dentro de la Urb. Hyde Park, buena como inversión para alquiler a estudiantes de la UPR de Río Piedras o para vivirlo.  Cerca de la UPR, Ave. Piñeiro, Ave. Muñoz Rivera y de la UPR.  NO CUALIFICA FHA.  Para más información, comunícate con Luz Acevedo al 787-519-5571.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",1,0,NULL,5
"University Park","University Park",163559,47,1,81,14011,1,20190625,55000.00,0,0.00,0,0,0,0,0,"C/Amapola #5","",0,"Y",0.00,"",0.00,"","","087-001-447-30-004","","","","","","","","","PUBLISHED",2,2,0,0,"05-17-146","",4134326,"",NULL,"No cualifica para préstamo FHA ni VA. Cash o convencional.

OJO: LA CUOTA DE MANTENIMIENTO EN AGOSTO/2018 SUBIO A $97.65. HAY UNA DERRAMA EN CUSRSO QUE COMENZO EN NOVIEMBRE/2018 A FINALIZAR SEPTIEMBRE/2019. LA DERRAMA ES DE $1,545.22 Y MENSUALMENTE SE ESTA PAGANDO $128.77.  SI QUEDA BALANCE DISPONIBLE EN  SEPTIEMBRE/2019 LA PAGARA EL COMPRADOR. 

Solo para inversionistas NO para vivirlo.  Tiene una inquilina que acaba de firmar en Junio/2018 y se le va a honrar el Contrato de renta hasta Julio/31/2019. 


","Llamar a Lisandra Torres al 787-604-9405  ","No","","Excelente apartamento de 1 nivel, piso 2. Consta de 2 habitaciones, 2 baños, sala, cocina, 1 estacionamiento bajo techo, control de acceso y elevador.  La localización es excelente, dentro de la Urb. Hyde Park, buena como inversión para alquiler a estudiantes de la UPR de Río Piedras o para vivirlo.  Cerca de la UPR, Ave. Piñeiro, Ave. Muñoz Rivera y de la UPR.  NO CUALIFICA FHA.  Para más información, comunícate con Luz Acevedo al 787-519-5571.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Excelente apartamento de 1 nivel, piso 2. Consta de 2 habitaciones, 2 baños, sala, cocina, 1 estacionamiento bajo techo, control de acceso y elevador.  La localización es excelente, dentro de la Urb. Hyde Park, buena como inversión para alquiler a estudiantes de la UPR de Río Piedras o para vivirlo.  Cerca de la UPR, Ave. Piñeiro, Ave. Muñoz Rivera y de la UPR.  NO CUALIFICA FHA.  Para más información, comunícate con Luz Acevedo al 787-519-5571.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",1,0,NULL,5
"Estancias de San Fernando","Estancias de San Fernando",163558,1,1,16,14011,1,20181126,199999.00,0,0.00,0,0,0,0,0,"Calle 8 F-19","00985",0,"Y",0.00,"",0.00,"","","088-055-008-19-001","","","","","","","","","PUBLISHED",0,0,0,0,"05-17-145","",4134194,"",NULL,"Se incluye 1 solo ac en el master, los demás no funcionan.  Dueña motivada a vender. Requiere reparaciones menores: sellado de techo, reparar 2 galletas en cuartos, pintura.
","Va a ver llaves. En lo que me las dan llamar a listadora Luz Maria Acevedo al 787-519-5571","","","Estancias de San Fernando, Carolina.  Excelente propiedad de 2 niveles con 4 habitaciones, 2.5 baños, family, sala, cocina, comedor, terraza, mucho patio, doble marquesina con puertas de garaje, master con 2 \"walk-in-closets\", baño master remodelado en 405 mc.  Excelente localización, al lado del Hospital UPR, acceso directo a la Ave. 65 de Infantería, a la Ruta 66, Ave. Baldorioty de Castro, frente a la Carr. #3. Potencial para expandir, pocas reparaciones.  Para más información, comunícate con Luz Acevedo al 787-519-5571. Tremenda ganga!

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Estancias de San Fernando, Carolina.  Excelente propiedad de 2 niveles con 4 habitaciones, 2.5 baños, family, sala, cocina, comedor, terraza, mucho patio, doble marquesina con puertas de garaje, master con 2 \"walk-in-closets\", baño master remodelado en 405 mc.  Excelente localización, al lado del Hospital UPR, acceso directo a la Ave. 65 de Infantería, a la Ruta 66, Ave. Baldorioty de Castro, frente a la Carr. #3. Potencial para expandir, pocas reparaciones.  Para más información, comunícate con Luz Acevedo al 787-519-5571. Tremenda ganga!

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",0,0,NULL,1
"Colinas de Fairview","Colinas de Fairview",163557,4,1,71,25497,1,20180712,219000.00,0,0.00,0,0,0,0,1," 214 St.","",0,"",0.00,"",0.00,18.35516,-66.03181,"115-055-901-13-001","","","","","","","","","PUBLISHED",0,0,0,0,"R-05-17-030","","","",NULL,"","","","","Colinas de Fairview, Trujillo Alto. Reposeída! Casa multi-familiar de 2 unidades. Primera unidad de 4 habitaciones y 2 baños, Segunda unidad de 3 habitaciones y 2 baños. Con un total de 2403pc y 1343mc. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com. ","Colinas de Fairview, Trujillo Alto. Reposeída! Casa multi-familiar de 2 unidades. Primera unidad de 4 habitaciones y 2 baños, Segunda unidad de 3 habitaciones y 2 baños. Con un total de 2403pc y 1343mc. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,4
"Braulio Dueño","Braulio Dueño",163556,1,1,11,32633,0,20170827,0.00,1,375.00,1,0,0,0,0,"3 C-11","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"A-05-17-039","",1374878,"",NULL,"","Ismael Robles
787-225-7343","","",NULL,NULL,NULL,NULL,NULL,1
"Braulio Dueño","Braulio Dueño",163555,1,1,11,32633,0,20171218,0.00,1,500.00,1,0,0,0,0,"#2 D-25","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"A-05-17-040","",1374821,"",NULL,"","Ismael Robles
787-225-7343","","",NULL,NULL,NULL,NULL,NULL,1
"Bo. Anones","Bo. Anones",163554,1,1,54,32633,1,20171209,65000.00,0,0.00,0,0,0,0,0,"Sect. La Sierra Carr. 813","",0,"N",0.00,"",0.00,"","","196-022-122-06-000","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"05-17-148","",4133665,"",NULL,"Tiene pozo séptico","Ismael Robles 
787-225-7343","","",NULL,NULL,NULL,NULL,NULL,1
"Isomar","Isomar",163553,1,1,73,14011,1,20180107,240000.00,0,0.00,0,0,0,0,0,"Parque #15","00692",0,"Y",0.00,"",0.00,"","","018-067-195-84-000","","Y","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"05-17-149","",4133623,"",NULL,"","Julia Maysonet
787-399-9384","","",NULL,NULL,NULL,NULL,NULL,1
"Paseo Degetau","Paseo Degetau",163552,47,1,13,13969,0,20170827,0.00,1,750.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,18.21998,-66.06378,"","","","","","","","","","PUBLISHED",0,0,0,0,"A-01-17-017","",1374746,"",NULL,"Hay beeper","",59,"","Complejo con centrica ubicacion! Apto 3er piso. Consta de 3H,2B,S,C,C, Laundry y 2 Estacionamientos. Incluye nevera, estufa, lavadora, secadora, y 3 aires acondicionados. Facilidades como cancha de Baloncesto y Tennis, Gazebo y Piscina. Mensualidad incluye Mantenimiento. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com ","Complejo con centrica ubicacion! Apto 3er piso. Consta de 3H,2B,S,C,C, Laundry y 2 Estacionamientos. Incluye nevera, estufa, lavadora, secadora, y 3 aires acondicionados. Facilidades como cancha de Baloncesto y Tennis, Gazebo y Piscina. Mensualidad incluye Mantenimiento. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com ",0,0,NULL,5
"Paseo del Bosque","Paseo del Bosque",163551,47,1,65,32628,1,20180106,165000.00,0,0.00,0,0,0,0,0,"Apt. 311","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"02-17-070","",4133089,"",NULL,"","Gilberto Molina 787-309-2996 o Elsa Otero (787) 397-3961","","","Espectacular apartamento \"garden\" de esquina con mucho terreno.  Como nuevo. Recién pintado. Consta de 3 habitaciones, 5 baños, sala-comedor, cocina, amplio balcón, terraza grande y 4 estacionamientos. Modernas áreas recreativas con gimnasio y piscina. CUALIFICA FHA! 25 estacionamientos para visitantes, cisterna y planta eléctrica. ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Espectacular apartamento \"garden\" de esquina con mucho terreno.  Como nuevo. Recién pintado. Consta de 3 habitaciones, 5 baños, sala-comedor, cocina, amplio balcón, terraza grande y 4 estacionamientos. Modernas áreas recreativas con gimnasio y piscina. CUALIFICA FHA! 25 estacionamientos para visitantes, cisterna y planta eléctrica. ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",0,0,NULL,5
"Lomas Verdes","Lomas Verdes",163550,1,1,11,32616,1,20180201,99900.00,0,0.00,0,0,0,0,0,"Girasol 3-F-2","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"04-17-018","",4132555,"",NULL,"","Llamar a Bryant Santana al (787) 362-4963","","","Cómoda residencia, bien accesible a las principales avenidas, comercios, escuelas, universidades, parques y servicios. Ésta cuenta con 3 cuartos, 1 baño, sala, cocina, comedor, balcón y garaje extendido para dos vehículos. Tiene un cuarto de almacenamiento en el patio posterior. ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Cómoda residencia, bien accesible a las principales avenidas, comercios, escuelas, universidades, parques y servicios. Ésta cuenta con 3 cuartos, 1 baño, sala, cocina, comedor, balcón y garaje extendido para dos vehículos. Tiene un cuarto de almacenamiento en el patio posterior. ¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD! Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",0,0,NULL,1
"Bo. Campanillas","Bo. Campanillas",163549,1,1,70,14011,1,20171230,79000.00,0,0.00,0,0,0,0,0,"Euro A-35","00949",0,"",0.00,"",0.00,"","","038-095-825-35-000","","","","","","","","","PUBLISHED",0,0,0,0,"05-17-144","",4132273,"",NULL,"Me indica la vendedora que la verja en \"cyclone fence\" del lado derecho no esta correcta es un poco mas de terreno de ella que tiene la vecina. Que la vecina esta consciente pero pueden preguntarle a ella para que les explique. 

El prestamo tiene que ser 203K o que el comprador la repare antes del cierre. 
"," Llamar a la vendedora Carmen Delia Peña Rosario al 939-273-7043
